epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4120.46,0.26022,0.19975,0.85184,0.94335,0.93493,0.93696,0.8509,0.39426,0.21347,0.83196,8.92e-05,8.92e-05,8.92e-05
186,4142.76,0.25811,0.20397,0.85602,0.93689,0.93317,0.93651,0.84856,0.39445,0.21184,0.83203,8.425e-05,8.425e-05,8.425e-05
187,4165.07,0.26075,0.20585,0.84767,0.95698,0.92153,0.94147,0.85371,0.39585,0.21011,0.83259,7.93e-05,7.93e-05,7.93e-05
188,4187.38,0.2536,0.1982,0.85195,0.95638,0.92108,0.93783,0.85244,0.39598,0.21159,0.83291,7.435e-05,7.435e-05,7.435e-05
189,4209.71,0.24864,0.19908,0.84734,0.93503,0.93945,0.93971,0.85003,0.39569,0.21247,0.83327,6.94e-05,6.94e-05,6.94e-05
190,4232.05,0.24756,0.19239,0.84546,0.9425,0.93477,0.93926,0.85134,0.39502,0.21457,0.83261,6.445e-05,6.445e-05,6.445e-05
191,4254.83,0.20393,0.13142,0.78665,0.93666,0.9412,0.94012,0.85033,0.40227,0.21675,0.83633,5.95e-05,5.95e-05,5.95e-05
192,4277.04,0.20058,0.12807,0.78474,0.9602,0.91883,0.93655,0.85343,0.40376,0.21715,0.83637,5.455e-05,5.455e-05,5.455e-05
193,4299.23,0.19961,0.12672,0.79028,0.96313,0.92238,0.93672,0.85392,0.40222,0.21669,0.83556,4.96e-05,4.96e-05,4.96e-05
194,4321.39,0.19442,0.12556,0.79296,0.96348,0.92354,0.93739,0.85574,0.40007,0.21981,0.83553,4.465e-05,4.465e-05,4.465e-05
195,4343.59,0.1962,0.12464,0.78493,0.96154,0.92344,0.93676,0.85437,0.39843,0.21931,0.836,3.97e-05,3.97e-05,3.97e-05
196,4365.76,0.19303,0.12298,0.78243,0.96354,0.9234,0.94155,0.85437,0.39987,0.22038,0.83686,3.475e-05,3.475e-05,3.475e-05
197,4387.93,0.19489,0.12562,0.78499,0.96266,0.92353,0.94158,0.85493,0.3982,0.21798,0.83686,2.98e-05,2.98e-05,2.98e-05
198,4410.11,0.18963,0.12348,0.78767,0.95544,0.92488,0.93811,0.85428,0.39807,0.21869,0.83735,2.485e-05,2.485e-05,2.485e-05
199,4432.3,0.19216,0.12278,0.78428,0.95554,0.92429,0.9379,0.85517,0.39936,0.22076,0.83806,1.99e-05,1.99e-05,1.99e-05
200,4454.47,0.18967,0.12015,0.78319,0.95604,0.92483,0.93838,0.8567,0.39915,0.22233,0.83731,1.495e-05,1.495e-05,1.495e-05
